,label,diff,s1_pad,s2_pad,s1,s2
7878,2.8,0.01,33,41,[CLS] 경제가 죽어가고 있습니다. [SEP]                                 ,[CLS] 서민경제가 죽어가고 있습니다 [SEP]                                         
3421,1.0,0.01,36,27,[CLS] 드레스코드 한사랑산악회 대환영! [SEP]                                    ,[CLS] 런치밋 대환영입니다!! [SEP]                           
7241,0.0,0.01,24,26,[CLS] 백패킹 성지로 엄청 유명하더라구요. [SEP]                        ,[CLS] 엄청 향도 맛도 풍부하더라구요. [SEP]                          
8953,3.2,0.01,32,23,[CLS] 킬링타임으로도 시간 아까운 영화... [SEP]                                ,[CLS] 킬링타임으로도 가치없는 영화.. [SEP]                       
952,0.0,0.01,37,47,[CLS] 낚시부담금에 관하여 [SEP]                                     ,[CLS] 아동수당 신청에 관하여 [SEP]                                               
6410,4.0,0.01,25,32,[CLS] 버티시는 데 힘이 되실만한 영상입니다.! ㅎㅎ [SEP]                         ,[CLS] 버틸 수 있는 힘이 되는 영상입니다.! 헤헤 [SEP]                                
3249,0.4,0.01,40,37,[CLS] 최고의 개병맛 무비. [SEP]                                        ,[CLS] 아주 좋은 사례로 남은 팝콘 무비. [SEP]                                     
7736,0.8,0.01,27,52,[CLS] 스토리가 상상되지않는 잼짱 [SEP]                           ,[CLS] 정말 재미없는 스토리 임 [SEP]                                                    
156,4.0,0.01,43,34,[CLS] 가정용 등유도 세금을 낮춰주세요 [SEP]                                           ,[CLS] 가정용 등유에 대한 세금 인하 [SEP]                                  
4653,4.4,0.01,34,34,[CLS] 다들 어디사시나요??? [SEP]                                  ,[CLS] 다들 어디 사세요??? [SEP]                                  
3340,2.6,0.01,5,13,[CLS] 마마보이와 마마의 금기에 다가가 그이상의 감정이라는 비교적 한국적 정서와는 배격되는 주제로 당시로서는 파격적인 소재를 한정된 공간에서 잘도 담아냈다. [SEP]     ,"[CLS] 마마보이, 마마 등의 금기에 접근하는 상대적으로 한국적인 정서와 상반되는 주제다. [SEP]             "
1443,0.8,0.01,43,40,[CLS] 축구협회 특별감사 청원합니다 [SEP]                                           ,[CLS] 정형식 판사 특별감사 청원합니다 [SEP]                                        
315,4.6,0.01,24,21,[CLS] 연달아서 화상미팅하는 것이 스트레스를 올리고 집중력을 떨어뜨린다고 합니다. [SEP]                        ,[CLS] 연속적인 화상 회의는 스트레스를 증가시키고 집중력을 감소시킨다고 합니다. [SEP]                     
5818,5.0,0.01,34,31,[CLS] 내인생최고의 드라마!! [SEP]                                  ,[CLS] 내 인생 최고의 드라마!!! [SEP]                               
6015,0.0,0.01,36,28,[CLS] 완전 있어보이네요 ㅋㅋ [SEP]                                    ,[CLS] 가족용 같아보이는데요. [SEP]                            
3512,0.2,0.01,31,30,[CLS] 정말 보시구 점 주시는건가요? [SEP]                               ,[CLS] 이거 보시고 광구 보시면 되겠네요.. [SEP]                              
3136,0.0,0.01,38,32,[CLS] 사우나도 무슨 강남 최신식이고.. [SEP]                                      ,[CLS] 아니 왜 시청률 점대냐고... [SEP]                                
1095,1.2,0.01,51,44,[CLS] 이번 주말 강의 수강 화이팅입니다!! [SEP]                                                   ,[CLS] 오늘 하루도 화이팅입니다!! [SEP]                                            
5851,0.4,0.01,37,33,[CLS] 국내공항의 활용방안 [SEP]                                     ,[CLS] 과천 정부청사 활용방안 [SEP]                                 
7151,0.0,0.01,32,40,[CLS] 수기요법은 왜 있는거나요? [SEP]                                ,[CLS] 왜 범죄 조직은 혜택이 많나요? [SEP]                                        
5135,0.0,0.01,39,34,[CLS] 성희롱 사건에 대하여 [SEP]                                       ,[CLS] 페미니즘 정책에 대하여 [SEP]                                  
7979,0.5,0.01,26,27,[CLS] 고끝나고 봤었는데 이선균목소리가 굵은거 말고는 기억이 안남 [SEP]                          ,[CLS] 내가 학년때 봤던 영화인데 내용이 아주 재미있어서 아직도 기억남 [SEP]                           
5007,4.0,0.01,21,23,[CLS] 가끔은 심지어 같은 멜로디 샘플을 써서 노래의 일부가 같은 경우도 있는데 이런 경우도 표절은 아니라고 하네요 [SEP]                     ,"[CLS] 때로는 같은 멜로디 샘플을 사용해도 노래의 일부가 같은 경우가 있는데, 이 경우에는 표절이 아닙니다. [SEP]                       "
5405,0.0,0.01,48,42,[CLS] 이재수 고인의 명복을 [UNK] [SEP]                                                ,[CLS] 양구 병사 죽음의 진실을 밝혀주세요 [SEP]                                          
6574,0.0,0.01,34,25,[CLS] [UNK] 버드나무브루어리 가셨군요!!!! [SEP]                                  ,[CLS] 시터이모님 어서 빨리 컴백 하시기를요!!!! [SEP]                         
2605,1.4,0.01,26,32,[CLS] 갑작스런 동생등장에 억지눈물유발 졸 짜증났음 [SEP]                          ,[CLS] 갑작스런 이야기 전개에 놀랄 뿐이다. [SEP]                                
7873,0.6,0.01,28,42,[CLS] 끝까지 기대했구만 반전도 웃기지도 않네ㅋㅋ [SEP]                            ,[CLS] 반전도 전혀 예상하지 못함 ㅋㅋㅋ [SEP]                                          
1463,3.2,0.01,41,41,[CLS] 아앗 새우트럭!!! [SEP]                                         ,[CLS] 아 새우차!!! [SEP]                                         
2419,2.4,0.01,36,26,[CLS] 그들의 노력에 박수를 보냅니다. [SEP]                                    ,[CLS] 그들의 꿈과 열정에 박수를 보냅니다! [SEP]                          
9067,0.8,0.01,23,20,"[CLS] p. s. 효율적인 재택근무를 위한 모션데스크와 4K, 5K 모니터 구매를 추천합니다 ㅎㅎ [SEP]                       ",[CLS] 그리고 집에 모션데스크와 모니터를 두고 카페에 나가서 일한다는 슬픈 이야기도 들었어요 ㅠㅠ [SEP]                    
4461,1.2,0.01,38,37,[CLS] 재밋어용해피엔딩 [UNK]?? ㅎㅎㅎ [SEP]                                      ,[CLS] 엄청 지루하고 요상한 해피엔딩 (? ). [SEP]                                     
146,3.8,0.01,39,30,[CLS] 그 때는 마스터클래스에서 뵙겠습니다! ㅎㅎ [SEP]                                       ,[CLS] 그럼 마스터클래스에서 뵙겠습니다! 헤헤 [SEP]                              
141,0.6,0.01,45,25,[CLS] 나름 호러매니아인데.. [SEP]                                             ,[CLS] 피라냐은 재밌게봐서 기대했는데.. ㅋㅋ... [SEP]                         
4522,0.0,0.01,42,29,[CLS] 보통 그 대형모니터쪽에 있었죠..? [SEP]                                          ,[CLS] 제가 언제 저런 사진을 찍었나요..?? [SEP]                             
8220,0.0,0.01,25,17,[CLS] 미세먼지 매우나쁨일때는 중학교 고등학교도 쉬게해주세요 [SEP]                         ,[CLS] 중학교이하 핸드폰 8시 이후에는 인터넷 사용 못하게 법으로 막아주세요. [SEP]                 
1899,0.2,0.01,37,39,[CLS] 정부 난임 정책을 응원합니다! [SEP]                                     ,[CLS] 독단적 정책에 신물납니다 [SEP]                                       
1835,4.0,0.01,27,29,[CLS] 먼저 들어온 사람들은 야외 왼쪽 피크닉존에 옹기종기 모여서 캠프파이어 중입니다 ㅎㅎ [SEP]                           ,[CLS] 먼저 들어온 사람들이 왼편 야외 피크닉장에 모여 모닥불을 피우고 있다. [SEP]                             
4876,5.0,0.01,35,28,[CLS] 이니굿즈 많이만들어주세요 [SEP]                                   ,[CLS] 이니굿즈 많이 만들어주세요 [SEP]                            
5780,1.2,0.01,35,30,[CLS] 해물탕에 라면은 사랑입니다. [SEP]                                   ,[CLS] 제주 해물탕 엄청 푸짐하네요. [SEP]                              
8664,1.6,0.01,36,35,[CLS] 웃음소리도 유쾌하시고 짧지만 되게 즐거운 시간이었습니다 ~ [SEP]                                    ,[CLS] 서로에 대해 알아가는 시간이 너무 재밌고 즐거웠습니다 ~ ~ [SEP]                                   
5191,3.6,0.01,37,35,[CLS] 홈쇼핑 최소화 해주세요 [SEP]                                     ,[CLS] 홈쇼핑 최소화 [SEP]                                   
2024,0.0,0.01,31,27,[CLS] 4조원대 도박사이트 한국총책임자 제보 [SEP]                               ,[CLS] 1950년대 호주기자의 한국유권자에 조언 [SEP]                           
2729,5.0,0.01,36,40,[CLS] 이명박 전대통령 출국금지시켜주세요. [SEP]                                    ,[CLS] 이명박 전대통령을 출국금지시켜 주세요. [SEP]                                        
6075,0.0,0.01,37,31,[CLS] 나경원 파면 도배 하는것들 수사 좀 부탁합니다 [SEP]                                     ,[CLS] 김성태의원 폭행한 사람 구속은 면하게 해주세요 [SEP]                               
354,4.2,0.01,33,26,[CLS] 그리고 추천에 대해서도 많이 이야기 나눴습니다. [SEP]                                 ,[CLS] 그리고 우리는 추천에 대해 많은 이야기를 나눴습니다. [SEP]                          
5116,0.0,0.01,42,44,[CLS] 저는 무한리필 도전 중인 대파! [SEP]                                          ,[CLS] 저도 데스커 사용 중입니다! [SEP]                                            
5149,1.2,0.01,36,30,[CLS] 다섯번은 볼만하다. [SEP]                                    ,[CLS] 액션장면은 그나마 좀 볼만하다 [SEP]                              
5887,1.8,0.01,33,33,[CLS] 복선도 없는 미완의 스토리. 휴 ~ [SEP]                                 ,[CLS] 뻔한 스토리 쫌 에휴 ~ [SEP]                                 
2811,0.0,0.01,36,39,[CLS] 학살수괴 전두환의 즉각적인 구속을 바랍니다! [SEP]                                    ,[CLS] 이명박전대통령의 해외 출국을 금지하여 주세요 / [SEP]                                       
3073,2.4,0.01,43,39,[CLS] 와 아무래도 여기 또 등장 [SEP]                                           ,[CLS] 또 다른 등장 ㅋㅋ [SEP]                                       
193,0.4,0.01,40,19,[CLS] 앙증맞는 꼬마의 트릭이 정말 귀여웠다.. [SEP]                                        ,[CLS] 생각치도 못한 반전과 재밌고 귀여운 베이맥스와 히로의 궁합은 정말 환상적이였다. [SEP]                   
1115,0.0,0.01,50,43,[CLS] 너무 어거지 설정과 매끄럽지 못한 연출 [SEP]                                                  ,[CLS] 지극히 폴란스키 스러운 매혹적인 작품 [SEP]                                           
569,3.5,0.01,29,26,[CLS] 아이돌봄서비스 소득과 상관없이 지원해주세요 [SEP]                             ,[CLS] 보육 서비스 소득에 관계없이 신청해 주십시오. [SEP]                          
1749,0.8,0.01,40,37,[CLS] 위대한개츠비를잘보여주는영화 [SEP]                                        ,[CLS] 테러의 진실을 잘밝혀주는영화! [SEP]                                     
1151,1.6,0.01,53,41,[CLS] 의외로 가볍지가 않다. [SEP]                                                     ,[CLS] 의외로 평점이 낮은게 이상하다. [SEP]                                         
1051,2.6,0.01,48,42,[CLS] 한국영화치곤 굉장히 재미있게 봤다!! [SEP]                                                ,[CLS] 완전 재미있게 봤던 기억이!! [SEP]                                          
9168,0.0,0.01,41,32,[CLS] 모두 이해했다고 할 수있을까? [SEP]                                         ,[CLS] 내미래에 남편이나 아내가 저렇게 해줄수 있을까?? [SEP]                                
